id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min
23034,23088,31592,1590,,98    Tau,,4.969275,25.050405,87.184,26.23,-47.62,26.0,5.79,1.088,A0V,0.018,21.055375,76.125117,36.915148,-1.99E-6,3.439E-5,-6.97E-6,1.3009532717079986,0.43721205490260245,1.2716662840972221E-7,-2.30868274E-7,,98,Tau,1,23034,,31.97422303204927,,
23069,23123,31767,1601,,10Pi 6Ori,,4.975806,1.714016,289.8551,-1.59,-7.93,14.0,4.47,-2.841,K2IIvar,1.369,76.757549,279.372806,8.669789,6.03E-6,1.353E-5,-1.071E-5,1.3026629865502966,0.029915218599915,-7.708537520833334E-9,-3.8445724E-8,Pi-6,10,Ori,1,23069,,1192.3396878859664,,
23112,23166,31925,1604,,,,4.983713,-16.376027,40.4694,-121.61,127.52,30.0,5.65,2.614,F5V,0.447,10.209233,37.461674,-11.41002,3.261E-5,2.893E-5,1.535E-5,1.304733017158227,-0.28581558644895627,-5.895819169236112E-7,6.18234405E-7,,,Lep,1,23112,,7.841515405281217,,
23125,23179,31647,1592,,4Ome Aur,,4.987612,37.890245,52.2739,46.26,-97.81,5.0,4.93,1.339,A1V,0.037,10.806482,39.813476,32.104087,-6.27E-6,2.166E-5,-1.642E-5,1.3057537074045755,0.661309522782725,2.2427480862499997E-7,-4.7419626E-7,Ome,4,Aur,1,23125,,25.374646458649643,,
23167,23221,32008,1608,,63    Eri,,4.997348,-10.263325,53.9665,19.49,-136.75,-12.0,5.39,1.729,G4V,0.797,13.779651,51.2839,-9.615321,-9.71E-6,-1.65E-5,-3.302E-5,1.3083026027891305,-0.179128813098695,9.449018634027776E-8,-6.62982708E-7,,63,Eri,1,23167,,17.717400399431227,,
23177,23231,32045,1611,,64    Eri,,4.998816,-12.537416,88.968,40.37,-86.89,-9.0,4.78,0.034,F0V,0.267,22.503515,83.880239,-19.3129,-2.125E-5,-1.202E-5,-3.458E-5,1.3086868935437248,-0.21881918297781125,1.9571928284027775E-7,-4.21254607E-7,,64,Eri,1,23177,,84.41118555927689,S,4.79
23207,23261,31761,1599,,5    Aur,,5.005095,39.394701,59.7372,-10.93,-1.21,6.0,5.95,2.069,F5V,0.415,11.888769,44.607367,37.912789,4.34E-6,3.98E-6,3.62E-6,1.3103307233363164,0.6875672376703562,-5.299013528472223E-8,-5.866245E-9,,5,Aur,1,23207,,12.953883889748878,,
23211,23265,30338,1523,,,,5.005755,81.194088,117.7856,0.99,27.47,-8.0,5.09,-0.265,K3III,1.304,4.640652,17.424132,116.397142,-4.86E-6,-1.604E-5,-5.68E-6,1.310503555996985,1.4171041633102825,4.7996554375E-9,1.33178318E-7,,,Cep,1,23211,,111.17317272815909,,
23307,23362,32309,1621,,,,5.023772,-20.051918,60.6796,36.68,-15.47,24.0,4.91,0.995,B9V,-0.047,14.410135,55.150015,-20.805379,-5.0E-6,2.353E-5,-1.269E-5,1.3152204360095077,-0.349971996255915,1.7782965802777776E-7,-7.5000676E-8,,,Lep,1,23307,,34.833731503601165,,
23309,23364,32249,1617,,65Psi Eri,,5.023985,-7.173965,226.7574,-0.23,5.16,25.0,4.8,-1.978,B3V,-0.164,56.864041,217.677719,-28.31804,6.84E-6,2.517E-5,2.43E-6,1.3152761072431247,-0.12520931710663127,-1.1150714652777778E-9,2.5016385E-8,Psi,65,Eri,1,23309,,538.5177219975278,,
23353,23408,32263,1618,,,,5.030654,0.722112,145.1379,4.84,-22.75,21.0,5.91,0.101,K0,1.267,36.435351,140.478411,1.82916,2.15E-6,2.184E-5,-1.573E-5,1.3170220343185937,0.012603226917770001,2.346498213888889E-8,-1.10295112E-7,,,Ori,1,23353,,79.35969681957694,,
23361,23416,31964,1605,,7Eps Aur,,5.032815,43.823308,653.5948,0.18,-2.31,-3.0,3.03,-6.047,F0Ia,0.537,118.129799,456.518488,452.57303,1.6E-7,2.91E-6,-7.41E-6,1.3175878916358155,0.7648610190070351,8.72664625E-10,-1.1199196E-8,Eps,7,Aur,1,23361,,22845.464885518246,Eps,3.085
23375,23430,32436,1628,,,,5.03606,-26.275029,71.4796,85.79,-76.63,27.0,5.01,0.739,K1III,1.056,16.003657,62.06439,-31.642728,-2.554E-5,2.002E-5,-3.603E-5,1.318437426314495,-0.45858577373632625,4.159216565486111E-7,-3.71512723E-7,,,Lep,1,23375,,44.09608164506378,,
23391,23446,32515,1635,,,,5.039668,-31.771333,95.511,-6.44,85.28,29.0,5.92,1.02,K2III,1.17,20.200329,78.646706,-50.289591,1.433E-5,4.382E-5,1.795E-5,1.319382035807491,-0.5545143653203225,-3.1222001027777774E-8,4.13449106E-7,,,Cae,1,23391,,34.04081897010009,,
23398,23453,32068,1612,,8Zet Aur,,5.041301,41.075837,240.9639,8.88,-21.43,13.0,3.69,-3.22,K4II comp,1.154,45.114162,175.957014,158.327189,-3.47E-6,2.822E-5,-1.013E-5,1.3198096307002298,0.7169086049137537,4.305145483333334E-8,-1.03895571E-7,Zet,8,Aur,1,23398,,1690.440931643265,Zet,3.716
23419,23474,32503,1634,,1    Lep,,5.045828,-22.795052,143.472,61.22,14.58,33.0,5.74,-0.044,K1IV,1.188,32.697842,128.161268,-55.586329,-3.259E-5,4.448E-5,-3.73E-6,1.3209946430256834,-0.3978487134989525,2.9680293523611114E-7,7.0685834E-8,,1,Lep,1,23419,,90.69847815057929,,
23420,23475,32393,1625,,,,5.045943,-4.210121,91.9118,42.23,2.02,38.0,5.86,1.043,K3,1.212,22.657774,88.819681,-6.747671,-8.64E-6,4.227E-5,-1.96E-6,1.3210247764471512,-0.073480465309185,2.047368172986111E-7,9.793236E-9,,,Eri,1,23420,,33.32728995761377,,
23442,23497,32301,1620,,102Iot Tau,,5.051596,21.589962,52.9661,68.94,-40.85,41.0,4.62,1.0,A7V,0.155,12.103194,47.740064,19.489629,-6.63E-6,4.589E-5,5.68E-6,1.3225046415173245,0.376815928094105,3.34230551375E-7,-1.98046388E-7,Iot,102,Tau,1,23442,,34.673685045253166,,
23467,23522,31910,1603,,10Bet Cam,,5.05697,60.442245,267.3797,-6.11,-14.78,-2.0,4.03,-3.106,G0Ib,0.921,32.233956,127.899195,232.582593,1.151E-5,1.325E-5,-1.123E-5,1.323911770806486,1.0549161900147164,-2.9622115881944445E-8,-7.1655461E-8,Bet,10,Cam,1,23467,,1521.9486509036522,,
23499,23554,32667,1645,,,,5.064797,-24.388151,58.1734,25.69,-38.42,7.0,5.61,1.786,A2IV,0.094,12.842801,51.402504,-24.020758,-6.53E-6,3.74E-6,-1.282E-5,1.3259608368005522,-0.42565352782238997,1.2454863453472222E-7,-1.86265416E-7,,,Lep,1,23499,,16.811249744769597,,
23540,23595,32831,1652,,Gam1Cae,,5.07344,-35.482978,55.5864,126.17,-44.36,-3.0,4.55,0.825,K2III,1.177,10.872233,43.938165,-32.265726,-3.527E-5,-9.9E-7,-7.95E-6,1.3282235822824318,-0.6192947998042949,6.116894207569445E-7,-2.15063348E-7,Gam-1,,Cae,1,23540,,40.73802778041126,,
23552,23607,32549,1638,,11    Ori,,5.076153,15.404105,111.9821,18.4,-30.99,17.0,4.65,-0.596,A0p Si,-0.064,25.857529,104.817125,29.745307,-4.61E-6,2.3E-5,-1.16E-5,1.3289336205500257,0.26885235436710875,8.920571722222221E-8,-1.50243759E-7,,11,Ori,1,23552,,150.79953418017894,V1032,4.666
23613,23668,32890,1655,,,,5.087832,-26.152391,76.2195,10.48,-62.1,-3.0,5.71,1.3,K2III,1.166,16.183353,66.474931,-33.594505,-6.81E-6,-1.159E-5,-1.924E-5,1.331991300574145,-0.45644532535633126,5.080847372222222E-8,-3.01069295E-7,,,Lep,1,23613,,26.302679918953814,,
23630,23685,32887,1654,,2Eps Lep,,5.091018,-22.371032,65.4022,19.27,-72.35,1.0,3.19,-0.888,K4III,1.46,14.257014,58.775516,-24.89227,-7.77E-6,-6.13E-6,-2.16E-5,1.3328252864564671,-0.3904481741735988,9.342359624305556E-8,-3.50762697E-7,Eps,2,Lep,1,23630,,197.33312795365026,,
23679,23734,32343,1622,,11    Cam,,5.102349,58.972372,210.084,-6.16,-7.67,-11.0,5.22,-1.392,B2.5Ve,-0.08,25.214608,105.311541,180.024855,6.31E-6,-5.9E-7,-1.367E-5,1.3357918216854263,1.0292620606294214,-2.986452272222222E-8,-3.7185209E-8,,11,Cam,1,23679,,313.9062769137658,BV,5.237
23712,23767,32630,1641,,10Eta Aur,,5.10858,41.234474,74.6269,30.6,-68.41,7.0,3.18,-1.184,B3V,-0.148,12.978524,54.599524,49.18977,-5.75E-6,2.367E-5,-1.389E-5,1.3374230330886296,0.7196773429659176,1.4835298625E-7,-3.31661038E-7,Eta,10,Aur,1,23712,,259.1791134615946,,
23728,23783,32537,1637,Gl 187.2A,9    Aur,,5.111289,51.59772,26.2881,-29.31,-173.95,0.6,4.98,2.881,F0V,0.343,3.765141,15.889624,20.601167,7.73E-6,1.641E-5,-1.329E-5,1.3381323846347146,0.9005501048327763,-1.4209888977083334E-7,-8.43333397E-7,,9,Aur,1,23728,Gl 187.2,6.1319696971568245,V398,5.002
23739,23794,32964,1657,,66    Eri,,5.112681,-4.655163,94.697,10.05,0.0,31.0,5.12,0.238,B9.5V,-0.059,21.728898,91.849673,-7.685495,2.79E-6,3.181E-5,-2.57E-6,1.3384968293330304,-0.081247924,4.872377489583333E-8,0.0,,66,Eri,1,23739,,69.95197810512134,EN,5.128
23776,23831,33093,1665,,,,5.1236,-12.491269,36.6972,136.07,-107.12,50.0,5.97,3.147,G2V,0.606,8.14869,34.890033,-7.937366,-1.315E-5,5.011E-5,-2.967E-5,1.3413554402522825,-0.2180137801586225,6.596859751319444E-7,-5.19332414E-7,,,Lep,1,23776,,4.799544249319445,,
23780,23835,32923,1656,Gl 188A,104    Tau,,5.124164,18.645052,15.4345,536.05,18.51,20.6,4.91,3.968,G4V,0.657,3.324007,14.241868,4.934537,-3.462E-5,2.813E-5,8.05E-6,1.341502875882678,0.325417547216355,2.598843734618055E-6,8.9739012E-8,,104,Tau,1,23780,Gl 188,2.253201335629483,,
23816,23871,32977,1658,,106    Tau,,5.130111,20.418379,58.1058,-49.12,-31.33,-2.0,5.28,1.459,A5V,0.118,12.294473,53.048971,20.271519,1.374E-5,-1.99E-6,-8.98E-6,1.343059938270801,0.3563679349438975,-2.3814047988888887E-7,-1.51892126E-7,,106,Tau,1,23816,,22.71956437735267,,
23820,23875,33111,1666,Wo 9175,67Bet Eri,Cursa,5.130829,-5.086446,27.3973,-83.39,-75.44,-9.2,2.78,0.591,A3IIIvar,0.161,6.156194,26.585876,-2.429001,8.48E-6,-1.249E-5,-9.15E-6,1.3432479534963782,-0.0887752322551,-4.0428612821527783E-7,-3.6574344E-7,Bet,67,Eri,1,23820,,50.53589947531675,,
23824,23879,33054,1664,,14    Ori,,5.131359,8.498429,64.6412,34.96,-59.49,6.0,5.33,1.277,Am,0.338,14.413645,62.285487,9.552833,-8.68E-6,1.107E-5,-1.753E-5,1.3433867250450489,0.1483255643629925,1.694908627222222E-7,-2.88415658E-7,,14,Ori,1,23824,,26.865813772687,,
23828,23883,32991,1660,,105    Tau,,5.132066,21.704821,331.1258,1.75,-6.24,17.0,5.84,-1.76,B2Ve,0.168,69.305594,299.741579,122.458633,1.74E-6,1.998E-5,-2.88E-6,1.343571607237095,0.37882058529173623,8.484239409722221E-9,-3.0252373E-8,,105,Tau,1,23828,,440.55486350655343,V1155,5.934
23845,23900,32990,1659,,103    Tau,,5.135173,24.265175,458.7156,1.74,-5.29,16.0,5.5,-2.808,B2V...,0.03,93.875937,407.516779,188.513967,6.6E-7,2.012E-5,-4.0E-6,1.344385179812883,0.42350719259187375,8.435758041666667E-9,-2.5646643E-8,,103,Tau,1,23845,,1156.6447741656461,,
23861,23916,33224,1671,,,,5.138942,-8.665324,208.7683,3.68,-20.78,27.0,5.8,-0.798,B8V,-0.059,46.131324,201.163803,-31.453601,1.76E-6,2.435E-5,-2.495E-5,1.3453717831100052,-0.1512384405124675,1.7841143444444448E-8,-1.00744282E-7,,,Eri,1,23861,,181.63519311765114,,
23886,23941,33256,1673,Gl 189.2,68    Eri,,5.145472,-4.456207,25.4582,55.62,16.03,10.4,5.11,3.081,F2V,0.455,5.630937,24.74883,-1.978036,-4.31E-6,1.201E-5,1.15E-6,1.34708141546698,-0.07777548898822001,2.69653369125E-7,7.7715632E-8,,68,Eri,1,23886,,5.100350239594464,,
23917,23972,33328,1679,,69Lam Eri,,5.15244,-8.754081,248.7562,0.0,-2.01,3.0,4.25,-2.729,B2IVn,-0.187,54.107143,239.830695,-37.859151,5.9E-7,2.6E-6,-2.86E-6,1.34890556,-0.1527875352665975,0.0,-9.744754E-9,Lam,69,Eri,1,23917,,1075.474208972789,Lam,4.266
23928,23983,33254,1672,,16    Ori,,5.155456,9.829579,54.7046,63.54,-7.87,37.0,5.43,1.74,A2m,0.249,11.820894,52.589701,9.339127,-8.19E-6,4.042E-5,4.4E-6,1.3496952034428604,0.171558509145185,3.08050612625E-7,-3.8154836E-8,,16,Ori,1,23928,,17.5388050184176,,
23955,24010,33276,1676,,15    Ori,,5.161654,15.597232,165.0165,-7.12,-16.14,30.0,4.81,-1.278,F2IV,0.313,34.604537,155.127325,44.368602,1.275E-5,3.099E-5,-4.19E-6,1.351317913961077,0.27222305732188,-3.451873405555556E-8,-7.8248928E-8,,15,Ori,1,23955,,282.6181179810158,,
23964,24019,33204,1670,,,,5.162524,28.030461,52.6039,55.86,-60.57,41.0,5.93,2.325,A5m,0.311,10.099228,45.322089,24.720897,-4.27E-6,4.631E-5,6.07E-6,1.3515457306480672,0.4892238365480975,2.7081692195833333E-7,-2.93651646E-7,,,Tau,1,23964,,10.232929922807536,V1156,5.966
24052,24109,33167,1668,,,,5.178585,46.96207,48.6855,57.35,-150.22,33.0,5.67,2.233,F5V,0.452,7.090396,32.461869,35.584548,-2.78E-6,5.071E-5,4.7E-7,1.3557502578556506,0.8196427434877875,2.7804064579861107E-7,-7.2828711E-7,,,Aur,1,24052,,11.13781500134665,,
24105,24162,33608,1687,,,,5.18866,-2.490782,37.6223,81.46,1.44,31.0,5.89,3.013,F5V,0.462,7.923897,36.742303,-1.635027,-7.84E-6,3.411E-5,-1.12E-6,1.3583880616307116,-0.04347235391347625,3.9492922418055555E-7,6.981317E-9,,,Ori,1,24105,,5.430002130657378,,
24112,24169,33664,1693,,,,5.189686,-11.849089,149.0313,31.76,56.93,46.0,5.6,-0.266,M6.2III,1.35,30.710298,142.586411,-30.601371,-1.096E-5,5.81E-5,3.059E-5,1.3586567062972181,-0.206805611961255,1.5397682494444446E-7,2.76004428E-7,,,Lep,1,24112,,111.27561417305195,RX,5.883
24140,24197,33554,1684,,,,5.194879,16.045673,105.2632,3.46,6.32,-6.0,5.18,0.069,K5III,1.525,21.165468,98.923343,29.095105,-3.15E-6,-6.27E-6,1.4E-6,1.3600160697773418,0.28004982410196,1.6774553347222224E-8,3.0640224E-8,,,Ori,1,24140,,81.73348179780709,,
24146,24203,33646,1691,,,,5.195931,1.037028,195.3125,0.95,-11.12,-19.0,5.88,-0.574,F5,0.662,40.804531,190.969634,3.534872,-4.9E-6,-1.863E-5,-1.088E-5,1.3602915043001371,0.018099546276291248,4.605729965277778E-9,-5.3911281E-8,,,Ori,1,24146,,147.77467061719932,,
24187,24244,33802,1696,,3Iot Lep,,5.204973,-11.869219,71.0732,24.95,-31.22,25.0,4.45,0.191,B8V,-0.099,14.372474,68.052698,-14.618273,-3.7E-6,2.409E-5,-1.579E-5,1.3626586784088663,-0.20715694638977125,1.209610132986111E-7,-1.51358831E-7,Iot,3,Lep,1,24187,,73.04659895204111,,
24197,24254,32650,1643,,,,5.206237,73.946674,115.8749,4.31,-28.83,9.0,5.44,0.12,B9p Si,-0.108,6.610942,31.353747,111.356405,1.37E-6,1.822E-5,4.37E-6,1.3629895678353594,1.29061293499689,2.0895469631944442E-8,-1.39771784E-7,,,Cam,1,24197,,77.98301105232585,BN,5.468
24237,24294,33833,1697,,,,5.213369,-6.05719,143.8849,21.87,-31.5,23.0,5.9,0.11,G7III,0.96,29.25835,140.058387,-15.182915,-1.062E-5,2.375E-5,-2.433E-5,1.3648568507515795,-0.10571791526770376,1.0602875193750001E-7,-1.52716309E-7,,,Ori,1,24237,,78.70457896950985,,
24249,24305,33904,1702,,5Mu  Lep,,5.215528,-16.205468,57.0125,45.66,-16.13,28.0,3.29,-0.49,B9IV: HgMn,-0.11,11.164848,53.596933,-15.911275,-7.0E-6,2.828E-5,-1.227E-5,1.365421956951857,-0.28283877625390247,2.2136592654166666E-7,-7.8200446E-8,Mu,5,Lep,1,24249,,136.77288255958496,Mu,3.298
24270,24327,33949,1705,,4Kap Lep,,5.220522,-12.941291,223.2143,-12.22,-1.32,18.0,4.36,-2.384,B7V,-0.094,44.086239,213.030877,-49.989446,1.652E-5,1.458E-5,-5.51E-6,1.3667293646129721,-0.225868145995975,-5.924423176388889E-8,-6.39954E-9,Kap,4,Lep,1,24270,,782.708409590612,,
24274,24331,33856,1698,,17Rho Ori,,5.221523,2.861265,107.2961,3.05,4.94,41.0,4.46,-0.693,K3III...,1.166,21.689404,104.944819,5.355998,6.9E-6,4.121E-5,4.66E-6,1.366991419384651,0.049938502560706255,1.4786817256944442E-8,2.3949795E-8,Rho,17,Ori,1,24274,,164.8921573150831,,
24283,24340,33641,1689,,11Mu  Aur,,5.223811,38.484498,46.9043,-18.66,-72.41,21.0,4.82,1.464,A4m,0.189,7.409615,35.960293,29.188797,9.62E-6,2.564E-5,4.8E-7,1.367590597420463,0.6716811992811226,-9.046623279166667E-8,-3.51053586E-7,Mu,11,Aur,1,24283,,22.615177461083626,,
24368,24426,34266,1721,,,,5.241346,-35.976996,152.439,11.33,14.2,13.0,5.75,-0.165,G8III,1.009,24.340747,120.936603,-89.551943,-4.87E-6,1.824E-5,6.8E-7,1.3721810926321625,-0.6279170366190074,5.492939000694444E-8,6.8843542E-8,,,Col,1,24368,,101.39113857366789,,
24378,24436,34085,1713,,19Bet Ori,Rigel,5.242298,-8.20164,264.5503,1.87,-0.56,21.0,0.18,-6.933,B8Ia,-0.03,51.601106,256.709905,-37.740051,1.82E-6,2.121E-5,-3.77E-6,1.3724303693276385,-0.143145630755865,9.06601582638889E-9,-2.714956E-9,Bet,19,Ori,1,24378,,51665.42425669497,,
24392,24450,34043,1709,,,,5.245569,5.156151,149.0313,-7.01,8.74,-8.0,5.5,-0.366,K4III,1.369,29.125756,145.542474,13.393494,3.26E-6,-9.54E-6,5.55E-6,1.3732867386274088,0.08999180376125625,-3.3985439006944446E-8,4.2372715E-8,,,Ori,1,24392,,122.01128470319304,,
24446,24505,34310,1723,,,,5.25677,-26.943509,85.2515,10.88,-29.41,29.0,5.06,0.406,B9V,-0.067,14.694339,74.563878,-38.628576,-3.6E-7,2.141E-5,-2.427E-5,1.3762191455426238,-0.4702529376074012,5.274772844444445E-8,-1.42583703E-7,,,Lep,1,24446,,59.923890258347825,,
24448,24504,33959,1706,,14    Aur,,5.256777,32.6876,87.5657,-27.05,12.47,-10.0,5.01,0.298,A9IV,0.222,14.249454,72.306953,47.290525,9.05E-6,-1.347E-5,-1.07E-6,1.37622090350662,0.5705062469923188,-1.311421005902778E-7,6.0456265E-8,,14,Aur,1,24448,,66.19116119411208,KW,5.054
24496,24555,34203,1718,,18    Ori,,5.267815,11.341354,135.8696,-8.52,-6.54,-8.0,5.52,-0.146,A0V,-0.012,25.379572,130.776477,26.719267,4.14E-6,-8.11E-6,-5.83E-6,1.379110758571401,0.1979439615653775,-4.1306125583333336E-8,-3.1706814E-8,,18,Ori,1,24496,,99.63226419544176,,
24516,24575,34078,1712,,,,5.271708,34.312317,574.7126,-4.05,43.22,59.0,5.99,-2.807,O9.5Vvar,0.199,89.9619,466.097472,323.967872,7.66E-6,-1.985E-5,1.3347E-4,1.380130020194152,0.59886290344413,-1.96349540625E-8,2.09536472E-7,,,Aur,1,24516,,1155.5799554021294,AE,6.027
24549,24608,34029,1708,Gl 194A,13Alp Aur,Capella,5.27815,45.997991,13.1234,75.52,-427.13,22.2,0.08,-0.51,M1: comp,0.795,1.712633,8.954439,9.440007,1.92E-6,3.559E-5,-2.54E-6,1.381816412648801,0.8028163926341112,3.6613129155555555E-7,-2.070784673E-6,Alp,13,Aur,1,24549,Gl 194,139.3156802945302,,
24599,24659,34642,1743,,Omi Col,,5.291411,-34.895207,32.4465,93.71,-336.53,21.0,4.81,2.254,K0/K1III/IV,0.987,4.908599,26.156164,-18.562012,-1.682E-5,-9.73E-6,-5.57E-5,1.3852880412903754,-0.6090362640054412,4.5431890004861105E-7,-1.631543479E-6,Omi,,Col,1,24599,,10.924460532267922,,
24614,24674,34503,1735,,20Tau Ori,,5.293442,-6.844409,151.5152,-15.31,-9.57,20.0,3.59,-2.312,B5III,-0.115,27.668638,147.869248,-18.056628,1.463E-5,1.707E-5,-9.42E-6,1.3858197865314732,-0.11945747897085375,-7.422497449305557E-8,-4.6396669E-8,Tau,20,Ori,1,24614,,732.4871326650403,,
24619,24679,34538,1737,,,,5.294512,-13.519826,49.0196,-7.59,-48.49,75.0,5.48,2.028,G8IV,0.932,8.753015,46.851243,-11.460048,1.497E-5,7.033E-5,-2.914E-5,1.3860998960231143,-0.23596547100383877,-3.679735835416667E-8,-2.35086153E-7,,,Lep,1,24619,,13.452407051486322,,
24667,24727,34334,1726,,16    Aur,,5.302935,33.371613,71.2251,29.86,-160.98,-28.0,4.54,0.277,K3III...,1.252,10.794657,58.493626,39.178443,-8.93E-6,8.42E-6,-6.217E-5,1.3883050996969437,0.5824445200357075,1.4476536501388892E-7,-7.80453062E-7,,16,Aur,1,24667,,67.4838730870757,,
24672,24732,33541,1683,,,,5.30368,73.268071,111.2347,-7.94,-26.82,9.9,5.81,0.579,A0V,-0.023,5.805571,31.493214,106.525353,7.25E-6,1.571E-5,5.53E-6,1.3885001781756954,1.2787690792634963,-3.8494206236111116E-8,-1.30027029E-7,,,Cam,1,24672,,51.09754090546759,,
24678,24738,34269,1722,,,,5.304359,42.792111,172.7116,18.11,-30.5,-38.0,5.55,-0.637,M4III,1.492,22.954183,124.643584,117.329714,-1.694E-5,-8.24E-6,-4.514E-5,1.3886779982478787,0.746863230153495,8.779975754861111E-8,-1.47868172E-7,,,Aur,1,24678,,156.60297206860486,PU,5.715
24726,24786,34721,1747,Gl 198,,,5.314017,-18.13005,25.025,385.0,61.32,40.3,5.96,3.968,G0V,0.572,4.248232,23.400421,-7.787264,-3.854E-5,4.916E-5,-5.76E-6,1.3912063411608637,-0.316429072732205,1.866532670138889E-6,2.97287748E-7,,,Lep,1,24726,,2.253201335629483,,
24739,24799,34452,1732,,,,5.316674,33.748394,126.7427,13.62,-29.63,29.0,5.38,-0.135,A0p...,-0.167,18.752344,103.703063,70.411661,-2.05E-6,3.571E-5,1.34E-6,1.3919020577767038,0.5890205870599363,6.603162329166666E-8,-1.43650293E-7,,,Aur,1,24739,,98.627948563121,IQ,5.389
24753,24813,34411,1729,Gl 197,15Lam Aur,,5.318995,40.099051,12.631,519.39,-664.79,66.5,4.69,4.183,G0V,0.63,1.713487,9.509166,8.136149,-1.742E-5,8.264E-5,1.267E-5,1.3925095851455351,0.6998604748124225,2.5180737754375E-6,-3.222992866E-6,Lam,15,Aur,1,24753,,1.8484171953696558,,
24757,24817,34658,1746,,21    Ori,,5.319783,2.595806,61.9579,-18.14,-53.3,11.0,5.34,1.38,F5IIvar,0.412,10.964017,60.915597,2.80607,7.48E-6,1.081E-5,-1.548E-5,1.3927159434794856,0.045305368950203755,-8.794520165277777E-8,-2.58405691E-7,,21,Ori,1,24757,,24.434305526939713,,
24762,24822,34559,1739,,109    Tau,,5.321278,22.096494,75.815,19.62,-81.08,19.0,4.96,0.561,G8III,0.937,12.416474,69.140625,28.519208,-1.93E-6,3.003E-5,-2.03E-5,1.393107352303886,0.385656572489345,9.5120444125E-8,-3.93086932E-7,,109,Tau,1,24762,,51.95172830110675,,
24771,24831,34868,1758,,,,5.323246,-27.368884,134.0483,-3.46,-8.09,18.0,5.98,0.344,A0V,-0.022,20.98127,117.180228,-61.624432,4.67E-6,1.332E-5,-1.313E-5,1.393622505222658,-0.4776771351874775,-1.6774553347222224E-8,-3.9221426E-8,,,Col,1,24771,,63.4453795775714,,
24785,24845,34816,1756,,6Lam Lep,,5.326257,-13.176788,261.0966,-2.49,-4.74,20.0,4.29,-2.794,B0.5IV,-0.235,44.609015,250.278024,-59.518691,6.36E-6,1.771E-5,-1.05E-5,1.3944107693712193,-0.22997834307647,-1.2071860645833334E-8,-2.2980168E-8,Lam,6,Lep,1,24785,,1141.8261895482235,,
24813,24873,34863,1757,,7Nu  Lep,,5.333062,-12.315585,102.2495,-12.12,7.97,16.0,5.29,0.242,B7/B8V,-0.104,17.353854,98.377746,-21.809455,8.84E-6,1.553E-5,3.7E-7,1.3961923998550918,-0.2149475099030625,-5.875941808333333E-8,3.863965E-8,Nu,7,Lep,1,24813,,69.69473963563203,,
24819,24879,34578,1740,,19    Aur,,5.333589,33.958054,636.9427,0.02,-3.68,-5.0,5.05,-3.971,A5IIvar,0.287,91.705223,520.289934,355.787132,3.0E-7,2.08E-6,-1.228E-5,1.396330377848424,0.5926798438899987,9.696273611111112E-11,-1.7841143E-8,,19,Aur,1,24819,,3375.981048554255,,
24842,24902,34557,1738,,,,5.337409,41.086212,84.9618,-18.1,-52.22,22.0,5.46,0.814,A3V,0.122,11.052743,63.07664,55.836505,1.271E-5,2.934E-5,-1.42E-6,1.3973304611763333,0.7170896797650987,-8.775127618055557E-8,-2.53169703E-7,,,Aur,1,24842,,41.152857843551004,,
24853,24914,34255,1720,,,,5.339615,62.653711,628.9308,-3.0,-2.34,-6.0,5.64,-3.353,K4Iab:,1.728,49.70083,284.603141,558.645472,9.62E-6,1.89E-6,-8.73E-6,1.3979078477364089,1.0935135437344001,-1.4544410416666666E-8,-1.134464E-8,,,Cam,1,24853,,1910.7329810428735,,
24866,24927,34968,1762,,,,5.340811,-21.239763,127.551,10.78,-9.91,30.0,4.7,-0.828,A0V,-0.048,20.415286,117.12107,-46.208191,-2.04E-6,2.713E-5,-1.683E-5,1.3982209323005041,-0.37070380239405626,5.226291476388889E-8,-4.8045035E-8,,,Lep,1,24866,,186.72393883829483,,
24940,25001,34790,1752,,,,5.353524,29.569884,88.574,-1.54,-0.19,-19.0,5.66,0.923,A1Vs,0.06,12.976202,75.936762,43.709836,-2.19E-6,-1.673E-5,-9.66E-6,1.4015493796713565,0.5160918369399813,-7.466130680555555E-9,-9.21145E-10,,,Aur,1,24940,,37.222025301785,,
24967,25028,35007,1764,,,,5.358845,-0.416491,307.6923,-0.28,1.18,7.0,5.68,-1.761,B3V,-0.125,51.403813,303.359911,-2.236639,1.61E-6,7.0E-6,1.71E-6,1.402942449122065,-0.0072691409429912505,-1.3574783055555555E-9,5.720801E-9,,,Ori,1,24967,,440.96081645063776,,
24980,25041,34989,1763,,,,5.3621,8.428556,436.6812,-2.2,-2.97,26.0,5.78,-2.421,B1V...,-0.114,71.804087,425.955332,64.007045,9.12E-6,2.607E-5,-2.32E-6,1.4037945146733666,0.1471060560090475,-1.0665900972222224E-8,-1.4398966E-8,,,Ori,1,24980,,809.841447325789,,
24983,25044,35039,1765,,22    Ori,,5.362708,-0.382465,284.9003,0.45,1.67,29.0,4.72,-2.553,B2IV-V,-0.168,47.31231,280.938174,-1.901776,4.32E-6,2.936E-5,2.11E-6,1.4039536040895386,-0.006675276156605,2.1816615625E-9,8.096388E-9,,22,Ori,1,24983,,914.53430312046,,
